	fosinopril_sodium	nifedipine	guanfacine_hydrochloride	timolol_maleate	indapamide	telmisartan	bisoprolol_fumarate_hydrochlorothiazide	hydrochlorothiazide_valsartan	ramipril	hydrochlorothiazide_telmisartan	clonidine	valsartan	hydrochlorothiazide_losartan_potassium	irbesartan	propranolol_hydrochloride	metoprolol_tartrate	captopril	torsemide	doxazosin_mesylate	lisinopril	amlodipine_besylate_olmesartan_medoxomil	benazepril_hydrochloride	hydrochlorothiazide_olmesartan_medoxomil	hydrochlorothiazide_triamterene	losartan_potassium	felodipine	atenolol	amlodipine_besylate_benazepril_hydrochloride	nebivolol_hydrochloride	hydralazine_hydrochloride	bumetanide	clonidine_hydrochloride	furosemide	amlodipine_besylate_valsartan	atenolol_chlorthalidone	hydrochlorothiazide_spironolactone	olmesartan_medoxomil	bisoprolol_fumarate	hydrochlorothiazide_irbesartan	potassium_chloride	methyldopa	benazepril_hydrochloride_hydrochlorothiazide	carvedilol	chlorthalidone	metoprolol_succinate	metolazone	amlodipine_besylate	verapamil_hydrochloride	sotalol_hydrochloride	nadolol	spironolactone	diltiazem_hydrochloride	amlodipine_besylate_atorvastatin_calcium	candesartan_cilexetil	hydrochlorothiazide	hydrochlorothiazide_lisinopril	quinapril_hydrochloride	enalapril_maleate
Meigs County,OH	-0.7383763665874159	0.12299123532357012	0.4121490303773636	0.1103629660438349	1.7259023581636188	0.3024652890063777	-0.39019256988631124	0.48965830135964	-1.172153246348424	-0.985088500452418	1.90402104817656	0.6415955290889812	1.981551827229995	-1.5036411949347057	-1.4358337066889981	-0.03353244795023264	-0.7637100035603639	1.7463151324781374	0.8532077395394223	-0.05939456764979258	-0.28688620407309184	1.7721614084638004	0.3938219938610544	1.2940472744830027	-0.5992042246814375	0.3666763704382255	-1.1800135303606836	-0.7303472177074253	1.5528187458689995	-0.5543639602104828	0.31035792937544227	0.7841165816992155	-0.9940287757883413	0.6508740534976747	-0.5972940361285421	-1.0288439372904574	-0.8447997711484067	0.10855710701571387	-1.1790159312621298	-0.05551305031369716	-1.1496525401252538	0.8743468296562991	-0.9736203283247872	-1.3659113591121286	-0.3235531795012223	-1.299334713482717	-0.4431551936512538	-1.3430139961446292	-1.0588705381574837	0.7842216240314522	-0.5792372797598083	1.1447018670795668	-0.82835873999592	-1.019992279656844	-0.1694660445581908	-0.5125773943424852	-1.0684685349942404	0.5370798617327998
Poweshiek County,IA	-0.5875927679983807	-0.8749656055025502	0.14700681468067311	-0.7985380845598502	1.129047443353982	-1.0245594188024494	-0.9497114667429177	-0.12788291076878533	-1.3283213152071667	-0.9725268518292036	-1.0578196318986663	-0.2564221795807566	-2.2015974112400887	-1.2307017535469171	0.2280421853314328	-1.056215899223282	-0.6335716412960949	-0.814486484943462	-0.8657910117627919	-0.8485468330066155	-0.6532088560744825	-1.1088692463479823	-1.530507772382548	-1.3503132965160638	-0.4555088493918729	-0.9800252435213467	1.3826200623869946	0.013989045593024335	-0.44157858482022927	-1.1666308306980429	-0.04788439204115443	-0.684588881643288	1.8677009334271164	0.33220298222619554	-1.0695117851305045	-0.8408031793313666	-1.2926765486677068	-0.7580862276606894	-0.05078025146072007	0.64693839626896	-1.092723152323527	-0.9773536970154324	-0.9653684465844437	-1.224401863929855	0.43966094073383744	-0.020861344045589376	-1.8998522143084113	0.1571100620105904	0.8825076405883543	-0.9731725669241545	0.7537381961428976	2.432486947167629	-1.0159091837101373	-0.8324662992871793	-0.1800753950115462	-0.010982881539107184	-0.8889165408911248	-0.21310524524775035
Mercer County,OH	-0.6360085900401925	-0.12135869443789575	-0.07337954134727427	0.16781887058239978	-0.8955191669755603	-0.5012390970381466	-1.0055597970420997	-0.14386487831738204	-0.6066404599519192	1.076176601535799	-0.8310366501655646	0.29885744310678136	0.0426984417877375	0.35184627162087495	-1.6888715794624405	1.7417052564900204	-0.7029310460284641	-0.06723998916246819	1.4221684466795919	-0.7523554808537042	-1.1957272764508038	0.45340416660426514	0.37400077698917017	0.7607801149221748	-0.4823142375115806	-1.1757536826226818	0.24449276181788096	1.0796428725901015	1.0356746421084426	-0.8645196404074478	2.4431966270600363	-0.19943136776862405	0.36520956973666785	-0.9975190981983343	1.0035513930315105	-0.533188529641878	-0.6426844952769322	-0.8534742021480366	-1.0112587724484097	-0.5368869363330628	-1.233247999979364	-0.16725970545917007	0.1712401353533309	-1.4047775639388602	1.1597288833666972	0.27205026176886893	-0.16049927009796047	1.0912562107981982	0.42242373651971526	-1.0725134405428496	-0.025470297858514446	0.8620162624692553	-0.16336745765935823	0.08647132159123413	-0.7976387758106215	-0.9634608809274046	-0.05741417663798124	0.24985826496755403
Fauquier County,VA	-0.9077632150739073	-1.178804231572996	-0.5144174855751363	-0.48213454667450284	-0.9309184919650995	0.6270565658948998	-0.9509444861883677	0.29253234570552133	1.4657506647647105	0.16782372775048493	-1.298494941619456	-0.3713799842921469	-1.061296253417808	0.8982722893452575	0.6403333833348983	-1.613648998838795	1.9827483755411603	1.8811693550941628	1.7233856333996962	-0.5318041308716422	0.8801234953892941	-1.5763330417231005	-0.8326835380248175	-1.1135676253871476	-0.5908949558059275	-1.5874779915019201	-0.6046072362926327	-0.060141683560792775	-0.40550208663787535	0.09139437516551976	-0.26276818711683875	-0.6727444991915527	0.07022104004118183	0.3350367877745544	1.3460327592691317	-0.5278839308707243	-1.8714801793402938	0.34064014088701167	-0.9937185784804907	-0.9807181922246251	0.6970696770160427	-1.30298877472616	-1.354707234170259	0.11861037146597524	-0.1024932897708532	0.013099702823023798	-1.2150481505914332	-0.9474823400368653	-0.7489463670412125	-1.2721749119351637	0.8299792938207587	-1.4842940744979651	-0.38671844230892194	-1.3014616800404988	-2.053807608393753	0.8435363493257442	-1.3449683337384655	-1.227480518858473
Marion County,OH	-0.6978064145649349	-0.639185024911069	-0.6152814438664981	0.2841562631502219	-0.8065410001705541	-0.31474241339633824	-0.481867180755288	-0.507010448617813	-0.8412998544389403	-0.8071535587810877	0.7903202719442234	-0.7355602276989393	0.3280748006351162	-0.5914844667977166	0.7705588669553273	2.6258959738832743	-0.12558943388221752	-0.8462590318340895	-0.014415693179041563	1.9329249911101756	-0.549215727444729	0.724789095554008	-0.906512807005068	0.5645925443920251	1.2539849579145692	-0.7085940743258071	-0.33321245707915303	-0.5797851465730198	0.23197001924025737	0.41569062755109604	0.3933018672135768	0.8508915353681902	0.1675528861998744	-0.08300477325832839	-0.8986373431145619	0.20318565811209746	-0.5207924474557296	-0.5808262447240425	-0.4285603175619005	1.7580535092531304	0.5937423233700043	0.20467041214500048	1.6627196900404877	-0.7400571155202051	-1.0420217045766544	0.40943554503770907	0.2260718096322774	0.9470373887158177	-0.03278956704504087	-0.024593299823816465	-0.061396422630196484	-0.22391451051496136	-0.5261482771508793	-0.9479806220483222	-1.1649765250029072	-0.7602945997335685	1.4603320075880013	-0.7896505744491266
Polk County,IA	-0.28001222193230857	0.13742843773964813	-0.4908595490331228	0.4813365250789424	-0.6018567787512077	-0.6934554001955863	0.48122088513185457	-0.6007330247871414	-0.9537852394249906	-0.5160415950904456	0.057654721253575854	-0.9255434541003497	0.6921310883886761	-0.3278575805269426	-0.8403240064802159	0.9738411794306229	0.21689082782884922	-0.24152585616042668	0.37574868716839266	-0.15858273720067298	-1.1089372172450542	0.13384451364270908	0.13990138674676378	-0.5107226507802236	0.33426229415457825	-0.8681083553944527	-0.38541617991445787	0.612242833442818	-0.4384969827831869	-0.09246816260460917	0.00858488653508794	-0.2524423998765057	0.35255715407702437	-0.5340693670828317	-0.30925938439438994	-1.0306715557544373	-0.007438412306447279	1.308099133630205	-0.42414313356397626	-0.11371701286390472	-0.18609365499855343	0.7224079277409327	-0.8208756681287294	-0.48011565788648775	-0.2849482806805949	0.156858902908001	-0.0960332755847241	-0.6100302844298713	-0.07987537653133686	-0.03347248597695518	-0.2114200717509032	0.011234955846573575	-0.9326547952769126	-0.4850784104288135	-0.42560633186980223	-0.0500810157556616	-0.5100438994768067	-0.4305274678878733
Medina County,OH	0.8776431829770918	-1.9863859464144433	-0.40144063665391916	0.025259997903526586	1.5378505227358648	-0.014105700791118272	0.4554166106277712	-0.9876168407834766	0.5554240742081418	-1.0778300985510325	0.7581937431168839	-0.9817888280157578	-0.7490577746088698	-0.8157024421793102	-0.34310441044186146	1.63191572601396	-1.4599595481854721	-0.26732852405852425	1.1452724503939156	-0.2000989051112243	-1.1688322666855697	-1.70029722389749	-1.5627881312754166	-1.2977817625233932	-1.005353349843424	-1.4518347297085832	0.7705216894842125	-1.3071356281948814	-0.638810271764703	-0.6372343587627787	0.11081997870889647	-0.39200762530117544	-0.4477999785130688	-1.383504161287295	-0.32755462830944476	-0.7359419858102941	-1.9394737129804245	-0.36525457922257326	0.17201634596006973	-0.9918142878234018	-0.6728698173629356	-0.6959518661175808	-0.7486537416146394	0.33972539823409414	1.3038753999904302	-0.7339278194273986	-0.7802958339855863	1.2185280629440458	-1.3211825957539953	0.4970391788346087	1.9496112749067998	-0.8159892573418582	-1.4922326137545592	0.5327883013743012	1.4964430252054488	-0.6721387295304726	-1.049278746516376	0.09733373441677119
Tulsa County,OK	0.29716889920055245	-0.09837538515730268	0.7459338002305246	-0.05723036962672471	-0.8865401122236071	0.015415476933111088	1.0389032186870448	-0.01285159601876092	-0.5267001906663259	-0.24713693997133354	0.8113578937327623	0.14905650207643512	-1.4294788786851986	0.05288557464978326	0.0939763808820764	0.5756331470691685	0.7831453049066703	0.11048203285945682	0.9027768894452576	0.3905847270478538	0.09370191845014772	-0.27093575736558023	0.16741612087549232	-0.014154717517606392	-1.8315135503337836	-0.0017402238676115453	-0.3717493610725792	-0.12488256499873818	0.4841599560591918	-0.3415459461816343	-0.42366026115771593	0.8653457898441251	-0.4087942345194633	0.44850667464883737	-0.6011956338374213	0.24536224112058388	0.27757388818380363	0.08351524544834617	0.33970423078130774	0.9459111058262052	1.0878551377803727	-0.6246388077226797	0.128294549490524	-0.0563418409252255	-0.26946860584297133	-0.34214967470566904	-0.5077075019542256	1.0072826979669705	-0.4687333589664965	0.9913474443131982	0.11473063292266696	-0.15444490398518337	-0.17626249707011366	-0.6649648172218374	-0.2862669159742537	-0.3680119571281373	-0.6786554426463081	0.06264835274236984
Avoyelles Parish,LA	-0.5964375536381916	-1.8120828098472888	-1.1013434646147993	-1.2053879477666125	-0.2964342536434051	0.6756976408825577	1.6836792334868376	0.9856094054246983	0.45129958451438956	-0.9581036408302521	-0.1705903033917354	-0.9719625561738313	-0.677267564279283	0.8726737235243345	0.4533206794771065	1.0335463811320804	-0.6431551162806765	-0.14110290163426017	0.34414832072596463	-1.5593437441158347	0.8831685305073225	-0.5825969694329517	1.725230687991675	-0.8852308416267337	-1.5543409513028514	-1.1165521277029777	-0.4800929324330322	-0.3317407860480822	1.3262611173283685	-0.2106777677446445	-0.14059165446781835	2.3023798635583668	0.8873766876501888	1.5966747870333446	-0.9467416185756494	1.1018064178887421	2.2354164627347424	5.096505303407172	3.5618918897587597	0.10414209990658706	-0.9311535456786622	-0.9108581627152718	-1.0251145272177296	-0.10759142962804659	-1.2085700038775078	-0.9570854486128213	-0.8309441145324153	-1.616156668158173	-0.47616499445137295	0.5385675016734107	-0.8881542115783584	-0.8715136990370552	1.264693598498599	-0.8667858930709674	1.0278270709273525	0.25526675467841287	-0.8529196661623237	-1.0298915621477542
Talladega County,AL	2.0792465297479437	0.4978416964401339	-0.035494018175584556	0.16666438286247898	-0.7945488777352228	0.6370350998802796	0.7857668673651417	0.18517158032382622	0.9280984788363862	0.3002603096355439	-1.4940401899013342	-0.6833208350983236	0.8833106840193701	-0.619749042724181	-1.069670151940992	-0.4973929141921448	-0.9115394240752791	0.9377115648174466	-0.8048684303121931	-0.17680632972845553	0.006546898893877176	0.8923225713203193	0.5736796337353254	0.25799945143988723	-0.1152125938477787	-0.5074598001563952	0.7056984491772954	0.8597367226549992	-0.3423454872560468	0.8121299157986782	0.8643919811089797	-0.20335476441234818	1.4925151926958207	0.013044613177520543	-0.04150851154014494	3.5119629279436424	-0.8465000139452082	0.9880994535644153	0.9290081136297632	1.018254186828003	-0.573219632358782	1.7475177181747188	2.6510426589490876	1.2987824866090432	-0.6620379248586487	0.4498170654492706	0.24738439214222746	-0.7199304529165725	-0.2315012953345396	-0.35550840137581546	0.3100814130046345	0.19433051911565913	0.8899101800569692	-0.4134615303848638	0.9534999599209688	0.832899054139826	0.5646064028409827	-0.8469578869381093
Acadia Parish,LA	-0.671690121545405	0.5235221817229516	-0.783121595355535	1.3932331291950992	-0.8802507084250444	-1.1621123139434806	-0.8464218530322319	1.0650385229498842	2.5251681628854024	1.2987273966664152	-1.2414083953430053	0.4485395412059475	-0.5545193788554782	1.4257630788690665	1.189895264730292	-0.6389343333763013	-0.7168858114954784	1.6003211348796351	-0.9512691416064283	-0.8285611219995137	-1.1780218474586577	2.700015805651204	0.5278629744072543	-1.3119708283240037	-0.3198550060370851	-1.2012610014289247	-0.2973768222981176	0.0948571196329525	1.230171969389716	0.6407273102251301	0.20205595916347233	0.8168872950282675	0.7738615204673415	0.7593794379400566	-1.1067749452181634	-0.0400989275364884	0.8703746730413534	-0.6813166568956294	-0.14014014573507252	-0.5931149921428709	1.7668918817846908	1.8185879133326506	1.426141938570312	-1.1219571841733882	0.46447995944990683	3.253536586525512	-0.32769396249866883	-0.20936629497048936	-0.8377706635285371	-1.079458867777546	0.6824830498867163	1.9042458621152958	-1.1479185802638197	-0.9418795055543795	0.3215498434914631	0.057716463078204654	0.7511514983011433	1.640509077594942
Allen Parish,LA	-0.6351939483380732	-1.5959549983804207	0.7378419906023472	-1.2625841680526264	0.3083220703161675	-1.0890949689318281	-0.8653181887884834	1.131172348289342	0.3757479516388458	-0.42177735897775404	-1.1376815989150468	-1.1447578512393533	-0.5564432776275348	0.7677194658148958	-1.3771638527448773	2.026231545508117	-0.6579799666285565	4.299303080943755	-0.9058210485191728	-1.5123100712532818	0.8591650418288176	-0.5802628260336374	-1.0829870734171403	1.7941135510693422	0.7775707583428634	-1.1430647587064056	-1.409657031068634	3.09953748903719	-0.778887625973801	-1.256252696011764	0.09194182294752629	0.6023915686241522	1.0968320367609545	-0.4649390068082712	-0.9867327583031784	0.06495024043540402	0.9666633914867523	0.10038589356585585	-0.9935571063697014	0.54527164918552	1.6231332355337205	-0.9414655958175875	0.6554021692922495	-0.04895979691390206	0.952029084926609	4.373180037982453	0.41519887757692	0.1388660482958741	-0.8067825400444583	-0.2482092443658226	-0.9940235208497199	0.09577344560738323	2.9852773914741615	0.9517591888108669	2.034820663847838	0.6194717532446313	-0.6319403487904783	-0.7851903147629729
